Gesture,Node_0_X,Node_0_Y,Node_1_X,Node_1_Y,Node_2_X,Node_2_Y,Node_3_X,Node_3_Y,Node_4_X,Node_4_Y,Node_5_X,Node_5_Y,Node_6_X,Node_6_Y,Node_7_X,Node_7_Y,Node_8_X,Node_8_Y,Node_9_X,Node_9_Y,Node_10_X,Node_10_Y,Node_11_X,Node_11_Y,Node_12_X,Node_12_Y,Node_13_X,Node_13_Y,Node_14_X,Node_14_Y,Node_15_X,Node_15_Y,Node_16_X,Node_16_Y,Node_17_X,Node_17_Y,Node_18_X,Node_18_Y,Node_19_X,Node_19_Y,Node_20_X,Node_20_Y
Hand,0,0,-0.011136266,0.086571578,-0.053564345,0.143213964,-0.107330726,0.174108885,-0.140565524,0.21364668,-0.154131902,0.120632538,-0.215310135,0.16002465,-0.252208882,0.17835377,-0.288046971,0.191863263,-0.185575884,0.077028503,-0.252057396,0.112275241,-0.296945832,0.128506908,-0.335039875,0.139701161,-0.198824869,0.034710448,-0.261417125,0.058571069,-0.302458658,0.068641409,-0.339002479,0.075889503,-0.203371903,-0.011819377,-0.254298963,0.008365262,-0.280735917,0.021559189,-0.308488457,0.031487001
Hand,0,0,-0.062706298,-0.046575333,-0.09919702,-0.142407408,-0.106019603,-0.226255822,-0.122677848,-0.28109257,-0.040657465,-0.235353255,-0.034552503,-0.323040436,-0.027562494,-0.373307286,-0.020606581,-0.417263157,0.003418591,-0.23111599,0.020664382,-0.320221725,0.030273026,-0.374455737,0.036714764,-0.419014513,0.039033669,-0.210116114,0.062916832,-0.290626535,0.07368571,-0.342216654,0.080344582,-0.38790229,0.069301425,-0.177552589,0.092166736,-0.240240512,0.103933446,-0.280711032,0.112551183,-0.319484544
Hand,0,0,-0.084290472,-0.02621115,-0.159267067,-0.099577564,-0.204185214,-0.175157345,-0.248107882,-0.22718679,-0.147310813,-0.223323685,-0.204779824,-0.302790245,-0.239164741,-0.349218628,-0.267655855,-0.39436079,-0.108522178,-0.253615413,-0.155104292,-0.358132217,-0.183903691,-0.420613234,-0.207990212,-0.473850328,-0.06485413,-0.257429958,-0.09813524,-0.357739395,-0.120084056,-0.419282344,-0.140861751,-0.474696752,-0.016983029,-0.242271882,-0.035061418,-0.321956257,-0.048379806,-0.372913186,-0.062793952,-0.420361425
Hand,0,0,-0.034252931,0.070936249,-0.101729702,0.117143484,-0.169782227,0.133207289,-0.218214061,0.161593882,-0.215341755,0.034427392,-0.297649659,0.053014481,-0.346600731,0.063553967,-0.39231327,0.067721009,-0.231123205,-0.022108933,-0.328360438,-0.026895844,-0.387042914,-0.031079004,-0.437245418,-0.036590183,-0.222561873,-0.070461127,-0.313031458,-0.085927971,-0.366582763,-0.097004598,-0.414881658,-0.106849505,-0.197024162,-0.114595043,-0.267529772,-0.137634406,-0.311667304,-0.150964993,-0.353852128,-0.162203438
Hand,0,0,-0.083546726,-0.003860927,-0.16728525,-0.06023417,-0.219102188,-0.124282758,-0.266801111,-0.17255585,-0.179719165,-0.176217904,-0.245731857,-0.242497673,-0.285008808,-0.280412805,-0.318504109,-0.319489517,-0.151839648,-0.21033994,-0.21592601,-0.294626224,-0.255506898,-0.346982772,-0.289033742,-0.395205862,-0.115291938,-0.224411298,-0.17201094,-0.308390126,-0.207604958,-0.357366965,-0.24017571,-0.402292194,-0.071023115,-0.225407367,-0.11334476,-0.292279431,-0.144116047,-0.334130134,-0.173077313,-0.373352908
Hand,0,0,-0.024138587,0.080341007,-0.085096285,0.127983336,-0.153799539,0.142643656,-0.202774128,0.16755183,-0.189441033,0.074994456,-0.262673164,0.109021258,-0.306506658,0.12831286,-0.347353635,0.139933848,-0.215031097,0.026108952,-0.304257435,0.045257131,-0.35985617,0.053548367,-0.405658287,0.057536817,-0.219267008,-0.020096424,-0.302731835,-0.011036949,-0.353679128,-0.008394821,-0.398002968,-0.006697088,-0.209594045,-0.066724295,-0.274608735,-0.067305868,-0.313105119,-0.065850885,-0.348431379,-0.064270975
Hand,0,0,-0.060716255,0.015536294,-0.127044491,-0.006088115,-0.173678376,-0.041085733,-0.213235145,-0.054195183,-0.151612949,-0.09658097,-0.212299945,-0.1306236,-0.249544504,-0.152121181,-0.281139477,-0.174163325,-0.136558273,-0.131868355,-0.196302027,-0.185034908,-0.233766176,-0.218134977,-0.264437099,-0.247091223,-0.111012808,-0.151724442,-0.162472906,-0.206173389,-0.194776971,-0.238855869,-0.223341239,-0.268065181,-0.076594405,-0.161334676,-0.109129412,-0.209265174,-0.132841486,-0.237689402,-0.156139415,-0.262244543
Hand,0,0,-0.065734739,-0.013665939,-0.125817644,-0.05600412,-0.166309258,-0.108137618,-0.205331842,-0.142542794,-0.133081981,-0.148992075,-0.178592431,-0.211018411,-0.203445954,-0.24822374,-0.224549791,-0.283687833,-0.106349062,-0.171874296,-0.146345762,-0.24404778,-0.168728252,-0.290679095,-0.185769341,-0.330405358,-0.0744565,-0.175194623,-0.103040106,-0.244766794,-0.117181098,-0.287647598,-0.130168492,-0.326048866,-0.038006637,-0.167619911,-0.056596804,-0.221444595,-0.06844148,-0.254463833,-0.08068954,-0.287395816
Hand,0,0,-0.031590256,0.058507179,-0.085371544,0.0926111,-0.141968026,0.098573147,-0.181266872,0.116159956,-0.168268521,0.035078216,-0.234226813,0.047447219,-0.273563447,0.053240911,-0.309600449,0.054785547,-0.180557312,-0.008677136,-0.256530995,-0.013251963,-0.303749339,-0.018828833,-0.343129976,-0.024569467,-0.174340436,-0.044919487,-0.24271249,-0.05725477,-0.284672973,-0.067338142,-0.320706797,-0.074959807,-0.155484418,-0.077655997,-0.208280601,-0.092762247,-0.241459992,-0.09999133,-0.27213426,-0.104576285
Hand,0,0,-0.061613405,0.006300129,-0.127110703,-0.032356657,-0.173066761,-0.080050823,-0.215107792,-0.096739167,-0.142262161,-0.131355607,-0.199112484,-0.183847309,-0.232086775,-0.216951242,-0.259860004,-0.248729004,-0.117318662,-0.164863137,-0.169349287,-0.235265896,-0.200298752,-0.28013873,-0.225350968,-0.318153908,-0.08379683,-0.17625263,-0.117199773,-0.24959252,-0.13744252,-0.297476141,-0.156168009,-0.339828889,-0.045131977,-0.172728759,-0.058853402,-0.232470729,-0.068260326,-0.272856775,-0.079141658,-0.310842272
Hand,0,0,0.057721822,0.026605488,0.12740811,0.015373338,0.182659347,-0.021529313,0.228335094,-0.043305986,0.175003784,-0.085892953,0.237721446,-0.126509283,0.275936408,-0.155086126,0.308592496,-0.181741162,0.159446253,-0.122087591,0.219816453,-0.176835285,0.258355141,-0.214654388,0.291770848,-0.248130369,0.133730711,-0.144043963,0.188670061,-0.195245398,0.224199654,-0.228139082,0.256810876,-0.257660543,0.098123426,-0.157980495,0.138144437,-0.201110773,0.165427343,-0.228011102,0.192482243,-0.253698004
Hand,0,0,0.060005615,-0.009421699,0.109783366,-0.066908763,0.135494773,-0.121031562,0.160553076,-0.160081302,0.111992655,-0.17249292,0.14535138,-0.235730271,0.168932355,-0.272935127,0.190244902,-0.305528462,0.088838739,-0.188419053,0.124338019,-0.260676722,0.151269901,-0.304865418,0.176950929,-0.34518903,0.062806638,-0.189234887,0.096124484,-0.259842172,0.124430974,-0.301740345,0.151811575,-0.33804495,0.03187026,-0.178533179,0.057252282,-0.236420052,0.081535308,-0.269360081,0.107235304,-0.297992041
Hand,0,0,0.059682902,-0.009922398,0.109106827,-0.068799212,0.134259703,-0.122925031,0.159292975,-0.161509849,0.110805603,-0.174669723,0.143602896,-0.237607289,0.166724905,-0.274853168,0.187402426,-0.307899239,0.08737402,-0.190537059,0.122460406,-0.262490127,0.149317633,-0.306426139,0.17493901,-0.346783552,0.061044037,-0.190929242,0.093830196,-0.261997408,0.122181651,-0.303764222,0.149732735,-0.339940417,0.030130438,-0.179719149,0.056129019,-0.238351655,0.080814334,-0.271838032,0.107219098,-0.301017636
Hand,0,0,0.060090762,-0.009369041,0.110125429,-0.068959184,0.135981304,-0.124041023,0.161816795,-0.162191184,0.112292108,-0.175093946,0.145557546,-0.238382773,0.168930095,-0.275564633,0.189927392,-0.308211769,0.0889003,-0.190860479,0.123958076,-0.262675267,0.150873528,-0.306950874,0.176628989,-0.347392008,0.062720264,-0.191321925,0.095855485,-0.261864425,0.124295604,-0.304030327,0.151976773,-0.340366075,0.03200914,-0.180275383,0.057365805,-0.23916283,0.081713297,-0.272732496,0.107781229,-0.301632144
Hand,0,0,0.060713948,-0.007572863,0.112238933,-0.06545003,0.138839423,-0.119181398,0.163779655,-0.157934041,0.115711713,-0.171796508,0.150349995,-0.234534872,0.174074629,-0.271875875,0.195045254,-0.304802041,0.092801852,-0.187972874,0.129588084,-0.259333059,0.156749181,-0.303388589,0.182242645,-0.343803227,0.066656801,-0.18891735,0.101074197,-0.25884329,0.129713225,-0.300671397,0.15707468,-0.337307304,0.035403131,-0.178658556,0.062070581,-0.236731596,0.087096597,-0.26991865,0.113694105,-0.298960049
Hand,0,0,0.055409204,0.017019079,0.12245987,-0.003080662,0.174455206,-0.051446824,0.221011431,-0.082186063,0.171837805,-0.102980135,0.23124393,-0.153412967,0.2646765,-0.188737831,0.293582046,-0.221552242,0.155207396,-0.133703073,0.213761471,-0.187528682,0.25016281,-0.22775202,0.279246309,-0.263049833,0.130093584,-0.149108872,0.182945091,-0.199588994,0.215500629,-0.232690386,0.242426873,-0.262339524,0.096316415,-0.154519492,0.135632338,-0.195174961,0.161305221,-0.222027492,0.185094797,-0.248243824
Hand,0,0,0.05895187,-0.03930942,0.096779848,-0.111836148,0.11457715,-0.180897542,0.135559966,-0.230992853,0.049759867,-0.214232956,0.061440324,-0.298489827,0.065976877,-0.351168846,0.067370538,-0.397722591,0.008135223,-0.218585421,0.000610472,-0.311003272,-0.003838558,-0.368484597,-0.010118119,-0.418721226,-0.027198998,-0.200564401,-0.052108785,-0.278301345,-0.067776203,-0.329738584,-0.080118499,-0.376363192,-0.056794795,-0.163128123,-0.097645403,-0.2098625,-0.124617988,-0.240257935,-0.146566998,-0.272613894
Hand,0,0,-0.021721421,0.064886649,-0.012506093,0.130142386,0.021028906,0.172751666,0.038864142,0.212854673,0.099416467,0.139132233,0.13380715,0.192947466,0.159788145,0.225409721,0.183695441,0.252849483,0.1414101,0.108942011,0.197344978,0.155645328,0.234393526,0.184964924,0.266601619,0.210256748,0.166209387,0.072068048,0.225938055,0.106788864,0.263902519,0.12892068,0.295422059,0.15061027,0.178592731,0.026961829,0.236971544,0.034304025,0.275640735,0.040662376,0.311683377,0.050160873
Hand,0,0,0.053441725,0.030756558,0.122569629,0.025284966,0.179514862,-0.005075805,0.226919409,-0.021649621,0.183661378,-0.077256282,0.25207705,-0.110490093,0.294452054,-0.133572268,0.331281035,-0.154746184,0.171698462,-0.118298087,0.241718753,-0.167164246,0.286409744,-0.199703845,0.324679099,-0.228041074,0.147017419,-0.144224708,0.207013387,-0.195693451,0.245779084,-0.228776827,0.2810911,-0.257225889,0.110089058,-0.159471208,0.147611939,-0.21024915,0.173317149,-0.244065013,0.199821807,-0.27656038
Hand,0,0,0.043742027,0.054917784,0.105349905,0.078422244,0.161720333,0.074237181,0.204834713,0.081790248,0.171176126,0.014834806,0.233495856,0.016387558,0.269560328,0.013741608,0.29992769,0.010228094,0.170439439,-0.021919718,0.230518025,-0.02942428,0.269287492,-0.035143716,0.295976229,-0.039451402,0.15862096,-0.052455226,0.213021893,-0.060953841,0.24367083,-0.063736234,0.270416058,-0.065610684,0.138566049,-0.080636224,0.176291657,-0.09161904,0.195686218,-0.096271943,0.213563287,-0.098581874
Hand,0,0,0.056987938,-0.036014255,0.092120633,-0.114402674,0.107048049,-0.183307829,0.124764522,-0.233777936,0.052956519,-0.210014223,0.061565731,-0.293693825,0.067060127,-0.34609608,0.071107011,-0.391363896,0.019303551,-0.211975821,0.020287608,-0.303327946,0.022453555,-0.364433508,0.023249187,-0.417254758,-0.011887915,-0.194776798,-0.013455684,-0.281641451,-0.011355482,-0.339375403,-0.008717792,-0.390598924,-0.042904792,-0.162922817,-0.059511108,-0.226895333,-0.068378357,-0.272326794,-0.075217483,-0.315608275
Hand,0,0,0.017571761,0.045221784,0.062842773,0.05206327,0.111114151,0.03796993,0.152877889,0.051711207,0.109627759,-0.0461765,0.146469747,-0.070837812,0.171428186,-0.093629461,0.196368687,-0.121384204,0.117577324,-0.098509447,0.1850968,-0.149677834,0.22727849,-0.18249852,0.267141897,-0.216480753,0.110720957,-0.134880427,0.174538846,-0.187130967,0.213231976,-0.220925163,0.248248891,-0.253063042,0.089503111,-0.156898707,0.135094044,-0.20813549,0.163520705,-0.242654313,0.188604042,-0.274647616
Hand,0,0,0.051574736,-0.009144764,0.091148445,-0.065618181,0.119228702,-0.134652649,0.153473733,-0.177648517,0.059733503,-0.188911073,0.064188953,-0.268524165,0.060743429,-0.322516255,0.054773401,-0.371658247,0.023299944,-0.20639354,0.008251589,-0.294168579,-0.006437025,-0.346756861,-0.02129838,-0.393422581,-0.008390648,-0.199990929,-0.028065687,-0.278241882,-0.046010246,-0.323530553,-0.063651632,-0.363652805,-0.035733952,-0.176280205,-0.072840863,-0.228538885,-0.099162093,-0.25776479,-0.122494832,-0.286040725
Hand,0,0,0.025056201,0.060818791,0.079256321,0.096583627,0.138645653,0.105603188,0.180640035,0.122914598,0.164619157,0.040684693,0.22879926,0.051309832,0.265969921,0.055229615,0.298723998,0.056745268,0.172031565,0.003410166,0.237016893,0.008909336,0.279986901,0.009648545,0.311519406,0.009895864,0.167958617,-0.030690845,0.227400768,-0.027772806,0.264618174,-0.026649583,0.295199109,-0.025250133,0.155052638,-0.065012123,0.198493448,-0.073384742,0.225791234,-0.079023866,0.250423725,-0.083722255
Hand,0,0,0.050060814,-0.002035692,0.087955437,-0.050017109,0.107831771,-0.08525464,0.123144329,-0.104758773,0.093243546,-0.152022673,0.123506451,-0.206099892,0.142479374,-0.238402344,0.158309342,-0.265937365,0.078643032,-0.173022272,0.107813342,-0.243388854,0.128236726,-0.284889615,0.146079863,-0.319285046,0.059608674,-0.181696936,0.084589214,-0.251624252,0.102988328,-0.290518461,0.119403917,-0.323771308,0.035011353,-0.178698869,0.046516831,-0.240734124,0.058562963,-0.280258401,0.07205023,-0.31603331
Hand,0,0,0.039312352,0.002370516,0.076406538,-0.039639898,0.095505911,-0.09875071,0.112484639,-0.161379458,0.109454086,-0.176372436,0.161214131,-0.256520669,0.196210872,-0.31204664,0.225299771,-0.358089864,0.091836018,-0.198897265,0.149910177,-0.272503882,0.18987524,-0.325226433,0.223946844,-0.36683062,0.075369979,-0.204004741,0.127854296,-0.264526714,0.163005971,-0.312014296,0.192803968,-0.347775116,0.057911439,-0.197020281,0.098478949,-0.243031694,0.124494079,-0.279108492,0.146436811,-0.305521643
Hand,0,0,0.060082705,0.026786222,0.118493077,0.017947631,0.160545242,-0.011459148,0.197361858,-0.033821763,0.136673239,-0.050655815,0.177002038,-0.081679137,0.200334483,-0.102049229,0.217393671,-0.117095313,0.117269987,-0.076755298,0.158355091,-0.10796309,0.184610468,-0.129074933,0.201770783,-0.140638474,0.093978923,-0.0941186,0.130452219,-0.123370112,0.152527619,-0.137261461,0.170243519,-0.146894243,0.064129675,-0.108281725,0.08859996,-0.131179811,0.103370252,-0.142182376,0.116869295,-0.150036451
Hand,0,0,0.045639629,-0.047584275,0.072803389,-0.119249193,0.086693239,-0.180804208,0.102332788,-0.225676168,0.000316549,-0.2009749,-0.003525274,-0.27933444,-0.008082258,-0.328202315,-0.014209772,-0.370861696,-0.037477374,-0.194626566,-0.05857991,-0.277376772,-0.072672185,-0.328829744,-0.087720416,-0.372168047,-0.065675176,-0.170009337,-0.099766963,-0.236249126,-0.122056335,-0.280039495,-0.14148043,-0.319013463,-0.085523731,-0.129276046,-0.133605581,-0.160506607,-0.164706473,-0.180410624,-0.191606326,-0.202340751
Hand,0,0,0.065154469,-0.006793154,0.121431494,-0.046928388,0.153110073,-0.104011231,0.180712744,-0.147748576,0.121668615,-0.147330686,0.142071492,-0.207459298,0.152235137,-0.246968556,0.161700293,-0.282206828,0.096399902,-0.163215088,0.120606896,-0.225966962,0.135480567,-0.26554673,0.148264699,-0.297660899,0.069571616,-0.168845137,0.094636577,-0.230217283,0.110133068,-0.266231187,0.124656272,-0.299119216,0.037353811,-0.167102891,0.061370226,-0.2194867,0.077423378,-0.249454279,0.095521881,-0.27910985
Hand,0,0,0.040644235,0.04587698,0.098846716,0.061500448,0.156633729,0.037616327,0.187887226,0.001194828,0.152497952,-0.004987953,0.207432885,-0.02385426,0.241323369,-0.038800683,0.272621168,-0.051384706,0.153437215,-0.037274594,0.210273126,-0.057309711,0.24637985,-0.069912436,0.279678884,-0.078588201,0.14648809,-0.063417367,0.201666705,-0.083162506,0.237133421,-0.093231471,0.268335615,-0.099892358,0.131528801,-0.089650037,0.179120077,-0.104299987,0.210609328,-0.111625614,0.241149391,-0.116535824
Fist,0,0,-0.065425074,0.021905959,-0.143603349,0.000587443,-0.175536785,-0.063997548,-0.158077,-0.119469933,-0.172492086,-0.093710715,-0.21540845,-0.118231108,-0.171149247,-0.068679508,-0.154161683,-0.06563026,-0.142527941,-0.125527384,-0.1792826,-0.145216848,-0.131176845,-0.077870157,-0.120863928,-0.084346215,-0.106392287,-0.145407243,-0.134837139,-0.156467176,-0.093841192,-0.088800319,-0.085794552,-0.097033236,-0.064056342,-0.160432008,-0.09233272,-0.159115894,-0.068153426,-0.109159982,-0.057363154,-0.111260007
Fist,0,0,-0.063209158,0.035656865,-0.153222515,0.017269217,-0.21392805,-0.034577252,-0.228786666,-0.090400399,-0.176260112,-0.091294966,-0.21635991,-0.122987534,-0.169629322,-0.067143545,-0.151325779,-0.057338157,-0.146286117,-0.124396436,-0.177972933,-0.140743236,-0.126829381,-0.06936577,-0.118264843,-0.079010835,-0.110473058,-0.14554161,-0.135694324,-0.15407346,-0.093168275,-0.08265921,-0.086849095,-0.092306763,-0.070658817,-0.160787185,-0.089854713,-0.15159808,-0.064424929,-0.098939624,-0.055940753,-0.104648345
Fist,0,0,0.038570836,0.062742356,0.040553543,0.14753438,0.013278627,0.200981956,-0.039932193,0.205944195,-0.072683091,0.167517092,-0.072925441,0.19003798,-0.032311831,0.15114732,-0.029202043,0.134051881,-0.11890661,0.137225831,-0.098475176,0.145761333,-0.044517417,0.10747153,-0.053705704,0.10125042,-0.14918291,0.095975062,-0.119454669,0.095880498,-0.065070313,0.068949526,-0.077080091,0.067666167,-0.170277364,0.051467582,-0.133227383,0.05335468,-0.09177747,0.038865714,-0.100674422,0.03661378
Fist,0,0,0.028955554,0.069396781,0.019618217,0.12486214,-0.022074679,0.146845324,-0.054096105,0.131623151,-0.051986851,0.099711095,-0.082712148,0.114272922,-0.047347943,0.104718009,-0.029584162,0.093766552,-0.078340085,0.066575509,-0.111568852,0.084253668,-0.061221196,0.071053048,-0.045106275,0.059097847,-0.098038793,0.034308417,-0.128750396,0.051290968,-0.076645546,0.039343048,-0.061235956,0.02608031,-0.11712326,-0.004592951,-0.139811045,0.014055965,-0.100269769,0.009495843,-0.088609873,-0.000328697
Fist,0,0,-0.058037994,-0.045134176,-0.071687832,-0.097945652,-0.071987786,-0.137974691,-0.075549716,-0.174255634,-0.037788749,-0.174767918,-0.101040464,-0.177693467,-0.090315722,-0.130876574,-0.064475251,-0.110587092,-0.029817433,-0.184567919,-0.107182221,-0.182321329,-0.09276299,-0.122469776,-0.062139138,-0.10603632,-0.022621889,-0.19178967,-0.100464862,-0.181800249,-0.084971746,-0.120544937,-0.052734741,-0.107586132,-0.016377785,-0.191525225,-0.081394078,-0.171413094,-0.069727199,-0.128088514,-0.041713848,-0.117721829
Fist,0,0,0.032112638,-0.073108789,0.037862355,-0.141652091,0.02307272,-0.182163207,3.06E-05,-0.195960821,0.038974279,-0.219555807,-0.016647632,-0.241356302,-0.02739073,-0.200041638,-0.019016986,-0.169125643,0.008701967,-0.225212839,-0.046342938,-0.234905558,-0.051792334,-0.192717352,-0.038778062,-0.161327931,-0.027070578,-0.209152016,-0.079944387,-0.207645777,-0.0781396,-0.161923968,-0.06068063,-0.13940568,-0.065047659,-0.18168158,-0.105346947,-0.166685758,-0.097405627,-0.125399129,-0.079694024,-0.108090613
Fist,0,0,-0.061169199,0.020574653,-0.14252185,-0.014923834,-0.189524235,-0.082346928,-0.1907517,-0.138177737,-0.143425071,-0.119728734,-0.176113845,-0.170044643,-0.146722608,-0.107987294,-0.130851623,-0.088587917,-0.107338992,-0.137480664,-0.140596226,-0.178254913,-0.107073495,-0.099428281,-0.093667385,-0.097602769,-0.070628843,-0.147314265,-0.099572531,-0.177579285,-0.071101832,-0.100256954,-0.05940596,-0.099389829,-0.03108152,-0.154421051,-0.058918298,-0.170222705,-0.042804698,-0.11406904,-0.030074559,-0.108425184
Fist,0,0,-0.06191473,-0.010939648,-0.116605276,-0.066847311,-0.133356371,-0.122661572,-0.100630312,-0.155042578,-0.077713496,-0.20595316,-0.064872626,-0.141578512,-0.068398467,-0.087662482,-0.075481456,-0.097257574,-0.027876367,-0.216513799,-0.01639709,-0.120608393,-0.030592891,-0.061053707,-0.038120143,-0.081057075,0.017925721,-0.199009418,0.024181716,-0.100136436,0.002768088,-0.05174529,-0.008989185,-0.071875907,0.05754192,-0.166623699,0.057295522,-0.088380088,0.038813465,-0.052361019,0.024824119,-0.064811584
